Vehicle No,GeoCluster,Weekday,StopCount,Latitude,Longitude,Address,FirstVisit,LastVisit
30915,0,Friday,4,25.438247875000002,55.527959525,Ajman - United Arab Emirates,2025-06-06 00:21:04,2025-07-18 00:12:43
30915,0,Monday,12,25.437855374999998,55.52597745,"Unnamed Road,Al Jerf Industrial 1,Ajman,United Arab Emirates",2025-06-02 13:57:30,2025-07-14 00:12:43
30915,0,Saturday,15,25.43824495333333,55.52707606666667,Oxy Office,2025-05-17 00:12:43,2025-07-19 08:57:55
30915,0,Sunday,13,25.437882769230768,55.52641635384615,Oxy Office,2025-05-18 00:12:43,2025-07-13 08:53:10
30915,0,Thursday,17,25.43769741764706,55.525703688235296,Oxy Office,2025-05-15 00:12:43,2025-07-17 23:16:53
30915,0,Tuesday,16,25.4376672625,55.5256887,Oxy Office,2025-05-13 13:43:09,2025-07-15 09:07:42
30915,0,Wednesday,14,25.437602578571425,55.52549126428572,"Unnamed Road,Al Jerf Industrial 1,Ajman,United Arab Emirates",2025-05-14 00:12:43,2025-07-16 09:15:49
30915,1,Friday,4,25.42860455,55.5205187,"Sheikh Ammar Bin Humaid Street,Al Jerf Industrial 1,Ajman,United Arab Emirates",2025-06-06 19:00:20,2025-06-20 09:25:37
30915,1,Monday,6,25.401888016666664,55.47516246666667,"Unnamed Road,Al Jerf Industrial 1,Ajman,United Arab Emirates",2025-06-02 13:56:39,2025-07-14 10:55:22
30915,1,Saturday,10,25.40555196,55.4931008,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-17 09:46:01,2025-07-12 09:14:55
30915,1,Sunday,4,25.415795375000002,55.479425825,Oxy Office,2025-06-22 09:06:37,2025-07-13 09:12:48
30915,1,Thursday,6,25.413432166666666,55.501931066666664,Oxy Office,2025-05-15 11:17:27,2025-07-10 10:01:44
30915,1,Tuesday,9,25.4261646,55.51328457777778,"Unnamed Road,Al Jerf Industrial 1,Ajman,United Arab Emirates",2025-05-13 19:48:07,2025-07-08 09:16:55
30915,1,Wednesday,7,25.42736472857143,55.51866091428571,"Jiddah Street,Ajman,United Arab Emirates",2025-05-14 10:04:27,2025-07-02 09:08:02
30915,2,Monday,3,25.413406066666667,55.48045216666666,Al Jerf Industrial 2 - Ajman - United Arab Emirates,2025-06-09 18:16:12,2025-07-14 13:21:12
30915,2,Saturday,4,25.405234975,55.476631225,2 Al Nuaimia - Ajman - United Arab Emirates,2025-05-17 11:48:59,2025-06-28 09:14:06
30915,2,Sunday,5,25.3926016,55.4956643,Ajman - United Arab Emirates,2025-06-22 09:23:46,2025-07-13 09:28:29
30915,2,Thursday,4,25.400196625,55.476724125000004,Ajman - United Arab Emirates,2025-07-03 09:22:19,2025-07-17 13:24:26
